discipline_title,year,event_title,event_gender,medal_type,participant_type,country_name,season,max_elevation,min_elevation,elevation_span,climate_zone,avg_celsius,isocode,gdp_new
Wrestling,1988,"Lightweight, Greco-Roman (≤68 kilograms) Men",Men,BRONZE,Athlete,Finland,Summer,1324.0,0.0,1324.0,DFC,5.64,FIN,109058990760.483
Wrestling,1988,"Flyweight, Freestyle (≤52 kilograms) Men",Men,GOLD,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,3125724434400.79
Wrestling,1988,"Flyweight, Freestyle (≤52 kilograms) Men",Men,SILVER,Athlete,Yugoslavia,Summer,2864.0,0.0,2864.0,CFB,12.733333333333334,,
Wrestling,1988,"Flyweight, Freestyle (≤52 kilograms) Men",Men,BRONZE,Athlete,Soviet Union,Summer,7010.0,-132.0,7142.0,DFB,8.9475,,
Wrestling,1988,"Heavyweight, Greco-Roman (≤100 kilograms) Men",Men,GOLD,Athlete,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,65977748210.5263
Wrestling,1988,"Heavyweight, Greco-Roman (≤100 kilograms) Men",Men,SILVER,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Wrestling,1988,"Heavyweight, Greco-Roman (≤100 kilograms) Men",Men,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,5236438000000.0
Wrestling,1988,"Welterweight, Greco-Roman (≤74 kilograms) Men",Men,GOLD,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,199591287824.777
Wrestling,1988,"Welterweight, Greco-Roman (≤74 kilograms) Men",Men,SILVER,Athlete,Soviet Union,Summer,7010.0,-132.0,7142.0,DFB,8.9475,,
Wrestling,1988,"Welterweight, Greco-Roman (≤74 kilograms) Men",Men,BRONZE,Athlete,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,65977748210.5263
Wrestling,1988,"Middleweight, Greco-Roman (≤82 kilograms) Men",Men,GOLD,Athlete,Soviet Union,Summer,7010.0,-132.0,7142.0,DFB,8.9475,,
Wrestling,1988,"Middleweight, Greco-Roman (≤82 kilograms) Men",Men,SILVER,Athlete,Hungary,Summer,1014.0,76.0,938.0,CFB,13.04,HUN,29702631093.8815
Wrestling,1988,"Middleweight, Greco-Roman (≤82 kilograms) Men",Men,BRONZE,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,199591287824.777
Wrestling,1988,"Featherweight, Greco-Roman (≤62 kilograms) Men",Men,GOLD,Athlete,Soviet Union,Summer,7010.0,-132.0,7142.0,DFB,8.9475,,
Wrestling,1988,"Featherweight, Greco-Roman (≤62 kilograms) Men",Men,SILVER,Athlete,Bulgaria,Summer,2925.0,0.0,2925.0,DFB,13.4,BGR,22555941176.4706
Wrestling,1988,"Featherweight, Greco-Roman (≤62 kilograms) Men",Men,BRONZE,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,199591287824.777
Wrestling,1988,"Welterweight, Freestyle (≤74 kilograms) Men",Men,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,5236438000000.0
Wrestling,1988,"Welterweight, Freestyle (≤74 kilograms) Men",Men,SILVER,Athlete,Soviet Union,Summer,7010.0,-132.0,7142.0,DFB,8.9475,,
Wrestling,1988,"Welterweight, Freestyle (≤74 kilograms) Men",Men,BRONZE,Athlete,Bulgaria,Summer,2925.0,0.0,2925.0,DFB,13.4,BGR,22555941176.4706
Wrestling,1988,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,GOLD,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,891608957155.608
Wrestling,1988,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,SILVER,Athlete,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,65977748210.5263
Wrestling,1988,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,BRONZE,Athlete,Bulgaria,Summer,2925.0,0.0,2925.0,DFB,13.4,BGR,22555941176.4706
Water Polo,1988,water polo men,Men,GOLD,GameTeam,Yugoslavia,Summer,2864.0,0.0,2864.0,CFB,12.733333333333334,,
Water Polo,1988,water polo men,Men,SILVER,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,5236438000000.0
Water Polo,1988,water polo men,Men,BRONZE,GameTeam,Soviet Union,Summer,7010.0,-132.0,7142.0,DFB,8.9475,,
Handball,1988,handball women,Women,GOLD,GameTeam,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,199591287824.777
Handball,1988,handball women,Women,SILVER,GameTeam,Norway,Summer,2469.0,0.0,2469.0,DFC,5.03,NOR,101900260856.222
Handball,1988,handball women,Women,BRONZE,GameTeam,Soviet Union,Summer,7010.0,-132.0,7142.0,DFB,8.9475,,
Handball,1988,handball men,Men,GOLD,GameTeam,Soviet Union,Summer,7010.0,-132.0,7142.0,DFB,8.9475,,
Handball,1988,handball men,Men,SILVER,GameTeam,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,199591287824.777
Handball,1988,handball men,Men,BRONZE,GameTeam,Yugoslavia,Summer,2864.0,0.0,2864.0,CFB,12.733333333333334,,
Table Tennis,1988,doubles men,Men,GOLD,GameTeam,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,312353631207.819
Table Tennis,1988,doubles men,Men,SILVER,GameTeam,Yugoslavia,Summer,2864.0,0.0,2864.0,CFB,12.733333333333334,,
Table Tennis,1988,doubles men,Men,BRONZE,GameTeam,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,199591287824.777
Table Tennis,1988,Singles men,Men,GOLD,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,199591287824.777
Table Tennis,1988,Singles men,Men,SILVER,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,199591287824.777
Table Tennis,1988,Singles men,Men,BRONZE,Athlete,Sweden,Summer,2097.0,-2.0,2099.0,DFB,7.25,SWE,206986674500.588
Table Tennis,1988,Singles women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,312353631207.819
Table Tennis,1988,Singles women,Women,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,312353631207.819
Table Tennis,1988,Singles women,Women,BRONZE,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,312353631207.819
Table Tennis,1988,doubles women,Women,GOLD,GameTeam,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,199591287824.777
Table Tennis,1988,doubles women,Women,SILVER,GameTeam,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,312353631207.819
Table Tennis,1988,doubles women,Women,BRONZE,GameTeam,Yugoslavia,Summer,2864.0,0.0,2864.0,CFB,12.733333333333334,,
Ski Jumping,1988,Large Hill Individual men,Men,GOLD,Athlete,Finland,Winter,1324.0,0.0,1324.0,DFC,5.64,FIN,109058990760.483
Ski Jumping,1988,Large Hill Individual men,Men,SILVER,Athlete,Norway,Winter,2469.0,0.0,2469.0,DFC,5.03,NOR,101900260856.222
Ski Jumping,1988,Large Hill Individual men,Men,BRONZE,Athlete,Yugoslavia,Winter,2864.0,0.0,2864.0,CFB,12.733333333333334,,
Ski Jumping,1988,Teams men,Men,GOLD,GameTeam,Finland,Winter,1324.0,0.0,1324.0,DFC,5.64,FIN,109058990760.483
Ski Jumping,1988,Teams men,Men,SILVER,GameTeam,Yugoslavia,Winter,2864.0,0.0,2864.0,CFB,12.733333333333334,,
Ski Jumping,1988,Teams men,Men,BRONZE,GameTeam,Norway,Winter,2469.0,0.0,2469.0,DFC,5.03,NOR,101900260856.222
Ski Jumping,1988,Normal Hill Individual men,Men,GOLD,Athlete,Finland,Winter,1324.0,0.0,1324.0,DFC,5.64,FIN,109058990760.483
Ski Jumping,1988,Normal Hill Individual men,Men,SILVER,Athlete,Czechoslovakia,Winter,2655.0,94.0,2561.0,CFB,20.85,,
Ski Jumping,1988,Normal Hill Individual men,Men,BRONZE,Athlete,Czechoslovakia,Winter,2655.0,94.0,2561.0,CFB,20.85,,
Figure skating,1988,Individual men,Men,GOLD,Athlete,United States,Winter,6190.0,-85.5,6276.0,CFA,12.64,USA,5236438000000.0
Figure skating,1988,Individual men,Men,SILVER,Athlete,Canada,Winter,5959.0,0.0,5959.0,DFC,2.09,CAN,509380027626.554
Figure skating,1988,Individual men,Men,BRONZE,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Figure skating,1988,Pairs mixed,Mixed,GOLD,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Figure skating,1988,Pairs mixed,Mixed,SILVER,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Figure skating,1988,Pairs mixed,Mixed,BRONZE,GameTeam,United States,Winter,6190.0,-85.5,6276.0,CFA,12.64,USA,5236438000000.0
Figure skating,1988,Ice dancing mixed,Mixed,GOLD,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Figure skating,1988,Ice dancing mixed,Mixed,SILVER,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Figure skating,1988,Ice dancing mixed,Mixed,BRONZE,GameTeam,Canada,Winter,5959.0,0.0,5959.0,DFC,2.09,CAN,509380027626.554
Figure skating,1988,Individual women,Women,GOLD,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Figure skating,1988,Individual women,Women,SILVER,Athlete,Canada,Winter,5959.0,0.0,5959.0,DFC,2.09,CAN,509380027626.554
Figure skating,1988,Individual women,Women,BRONZE,Athlete,United States,Winter,6190.0,-85.5,6276.0,CFA,12.64,USA,5236438000000.0
Nordic Combined,1988,Individual men,Men,GOLD,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Nordic Combined,1988,Individual men,Men,SILVER,Athlete,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Nordic Combined,1988,Individual men,Men,BRONZE,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Nordic Combined,1988,Team men,Men,GOLD,GameTeam,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Nordic Combined,1988,Team men,Men,SILVER,GameTeam,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Nordic Combined,1988,Team men,Men,BRONZE,GameTeam,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Bobsleigh,1988,four-man men,Men,GOLD,GameTeam,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Bobsleigh,1988,four-man men,Men,SILVER,GameTeam,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Bobsleigh,1988,four-man men,Men,BRONZE,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Bobsleigh,1988,two-man men,Men,GOLD,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Bobsleigh,1988,two-man men,Men,SILVER,GameTeam,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Bobsleigh,1988,two-man men,Men,BRONZE,GameTeam,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,1500m women,Women,GOLD,Athlete,Netherlands,Winter,887.0,-7.0,894.0,CFB,11.59,NLD,261910508417.884
Speed skating,1988,1500m women,Women,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,1500m women,Women,BRONZE,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,500m men,Men,GOLD,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,500m men,Men,SILVER,Athlete,Netherlands,Winter,887.0,-7.0,894.0,CFB,11.59,NLD,261910508417.884
Speed skating,1988,500m men,Men,BRONZE,Athlete,Japan,Winter,3776.0,-4.0,3780.0,DFB,15.19,JPN,3125724434400.79
Speed skating,1988,1500m men,Men,GOLD,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,1500m men,Men,SILVER,Athlete,United States,Winter,6190.0,-85.5,6276.0,CFA,12.64,USA,5236438000000.0
Speed skating,1988,1500m men,Men,BRONZE,Athlete,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Speed skating,1988,5000m men,Men,GOLD,Athlete,Sweden,Winter,2097.0,-2.0,2099.0,DFB,7.25,SWE,206986674500.588
Speed skating,1988,5000m men,Men,SILVER,Athlete,Netherlands,Winter,887.0,-7.0,894.0,CFB,11.59,NLD,261910508417.884
Speed skating,1988,5000m men,Men,BRONZE,Athlete,Netherlands,Winter,887.0,-7.0,894.0,CFB,11.59,NLD,261910508417.884
Speed skating,1988,1000m men,Men,GOLD,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Speed skating,1988,1000m men,Men,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,1000m men,Men,BRONZE,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Speed skating,1988,3000m women,Women,GOLD,Athlete,Netherlands,Winter,887.0,-7.0,894.0,CFB,11.59,NLD,261910508417.884
Speed skating,1988,3000m women,Women,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,3000m women,Women,BRONZE,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,500m women,Women,GOLD,Athlete,United States,Winter,6190.0,-85.5,6276.0,CFA,12.64,USA,5236438000000.0
Speed skating,1988,500m women,Women,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,500m women,Women,BRONZE,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,5000m women,Women,GOLD,Athlete,Netherlands,Winter,887.0,-7.0,894.0,CFB,11.59,NLD,261910508417.884
Speed skating,1988,5000m women,Women,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,5000m women,Women,BRONZE,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,1000m women,Women,GOLD,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,1000m women,Women,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Speed skating,1988,1000m women,Women,BRONZE,Athlete,United States,Winter,6190.0,-85.5,6276.0,CFA,12.64,USA,5236438000000.0
Speed skating,1988,10000m men,Men,GOLD,Athlete,Sweden,Winter,2097.0,-2.0,2099.0,DFB,7.25,SWE,206986674500.588
Speed skating,1988,10000m men,Men,SILVER,Athlete,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Speed skating,1988,10000m men,Men,BRONZE,Athlete,Netherlands,Winter,887.0,-7.0,894.0,CFB,11.59,NLD,261910508417.884
Cross Country Skiing,1988,30km mass start men,Men,GOLD,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,30km mass start men,Men,SILVER,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,30km mass start men,Men,BRONZE,Athlete,Norway,Winter,2469.0,0.0,2469.0,DFC,5.03,NOR,101900260856.222
Cross Country Skiing,1988,50km men,Men,GOLD,Athlete,Sweden,Winter,2097.0,-2.0,2099.0,DFB,7.25,SWE,206986674500.588
Cross Country Skiing,1988,50km men,Men,SILVER,Athlete,Italy,Winter,4810.0,-3.0,4813.0,CSA,14.47,ITA,891608957155.608
Cross Country Skiing,1988,50km men,Men,BRONZE,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Cross Country Skiing,1988,5km women,Women,GOLD,Athlete,Finland,Winter,1324.0,0.0,1324.0,DFC,5.64,FIN,109058990760.483
Cross Country Skiing,1988,5km women,Women,SILVER,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,5km women,Women,BRONZE,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,20km women,Women,GOLD,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,20km women,Women,SILVER,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,20km women,Women,BRONZE,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,15km men,Men,GOLD,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,15km men,Men,SILVER,Athlete,Norway,Winter,2469.0,0.0,2469.0,DFC,5.03,NOR,101900260856.222
Cross Country Skiing,1988,15km men,Men,BRONZE,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,Relay 4x10km men,Men,GOLD,GameTeam,Sweden,Winter,2097.0,-2.0,2099.0,DFB,7.25,SWE,206986674500.588
Cross Country Skiing,1988,Relay 4x10km men,Men,SILVER,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,Relay 4x10km men,Men,BRONZE,GameTeam,Czechoslovakia,Winter,2655.0,94.0,2561.0,CFB,20.85,,
Cross Country Skiing,1988,10km women,Women,GOLD,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,10km women,Women,SILVER,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,10km women,Women,BRONZE,Athlete,Finland,Winter,1324.0,0.0,1324.0,DFC,5.64,FIN,109058990760.483
Cross Country Skiing,1988,Relay 4x5km women,Women,GOLD,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Cross Country Skiing,1988,Relay 4x5km women,Women,SILVER,GameTeam,Norway,Winter,2469.0,0.0,2469.0,DFC,5.03,NOR,101900260856.222
Cross Country Skiing,1988,Relay 4x5km women,Women,BRONZE,GameTeam,Finland,Winter,1324.0,0.0,1324.0,DFC,5.64,FIN,109058990760.483
Ice Hockey,1988,ice hockey men,Men,GOLD,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Ice Hockey,1988,ice hockey men,Men,SILVER,GameTeam,Finland,Winter,1324.0,0.0,1324.0,DFC,5.64,FIN,109058990760.483
Ice Hockey,1988,ice hockey men,Men,BRONZE,GameTeam,Sweden,Winter,2097.0,-2.0,2099.0,DFB,7.25,SWE,206986674500.588
Biathlon,1988,10km men,Men,GOLD,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Biathlon,1988,10km men,Men,SILVER,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Biathlon,1988,10km men,Men,BRONZE,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Biathlon,1988,20km men,Men,GOLD,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Biathlon,1988,20km men,Men,SILVER,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Biathlon,1988,20km men,Men,BRONZE,Athlete,Italy,Winter,4810.0,-3.0,4813.0,CSA,14.47,ITA,891608957155.608
Biathlon,1988,4x75km relay men,Men,GOLD,GameTeam,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Biathlon,1988,4x75km relay men,Men,SILVER,GameTeam,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Biathlon,1988,4x75km relay men,Men,BRONZE,GameTeam,Italy,Winter,4810.0,-3.0,4813.0,CSA,14.47,ITA,891608957155.608
Luge,1988,Singles men,Men,GOLD,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Luge,1988,Singles men,Men,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Luge,1988,Singles men,Men,BRONZE,Athlete,Soviet Union,Winter,7010.0,-132.0,7142.0,DFB,8.9475,,
Luge,1988,Doubles mixed,Open,GOLD,GameTeam,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Luge,1988,Doubles mixed,Open,SILVER,GameTeam,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Luge,1988,Doubles mixed,Open,BRONZE,GameTeam,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Luge,1988,Singles women,Women,GOLD,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Luge,1988,Singles women,Women,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Luge,1988,Singles women,Women,BRONZE,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Alpine Skiing,1988,super-G men,Men,GOLD,Athlete,France,Winter,4810.0,-10.0,4820.0,CFB,12.44,FRA,1018847043277.17
Alpine Skiing,1988,super-G men,Men,SILVER,Athlete,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Alpine Skiing,1988,super-G men,Men,BRONZE,Athlete,Sweden,Winter,2097.0,-2.0,2099.0,DFB,7.25,SWE,206986674500.588
Alpine Skiing,1988,downhill women,Women,GOLD,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Alpine Skiing,1988,downhill women,Women,SILVER,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,downhill women,Women,BRONZE,Athlete,Canada,Winter,5959.0,0.0,5959.0,DFC,2.09,CAN,509380027626.554
Alpine Skiing,1988,slalom women,Women,GOLD,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,slalom women,Women,SILVER,Athlete,Yugoslavia,Winter,2864.0,0.0,2864.0,CFB,12.733333333333334,,
Alpine Skiing,1988,slalom women,Women,BRONZE,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Alpine Skiing,1988,giant slalom women,Women,GOLD,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,giant slalom women,Women,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Alpine Skiing,1988,giant slalom women,Women,BRONZE,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,slalom men,Men,GOLD,Athlete,Italy,Winter,4810.0,-3.0,4813.0,CSA,14.47,ITA,891608957155.608
Alpine Skiing,1988,slalom men,Men,SILVER,Athlete,Germany,Winter,2962.0,-4.0,2966.0,CFB,10.68,DEU,1401233225303.49
Alpine Skiing,1988,slalom men,Men,BRONZE,Athlete,Liechtenstein,Winter,2599.0,430.0,2169.0,CFB,8.62,LIE,1161757671.01756
Alpine Skiing,1988,super-G women,Women,GOLD,Athlete,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Alpine Skiing,1988,super-G women,Women,SILVER,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,super-G women,Women,BRONZE,Athlete,Canada,Winter,5959.0,0.0,5959.0,DFC,2.09,CAN,509380027626.554
Alpine Skiing,1988,alpine combined women,Women,GOLD,Athlete,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Alpine Skiing,1988,alpine combined women,Women,SILVER,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,alpine combined women,Women,BRONZE,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,alpine combined men,Men,GOLD,Athlete,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Alpine Skiing,1988,alpine combined men,Men,SILVER,Athlete,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Alpine Skiing,1988,alpine combined men,Men,BRONZE,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,giant slalom men,Men,GOLD,Athlete,Italy,Winter,4810.0,-3.0,4813.0,CSA,14.47,ITA,891608957155.608
Alpine Skiing,1988,giant slalom men,Men,SILVER,Athlete,Austria,Winter,3798.0,115.0,3683.0,DFB,8.82,AUT,133339397080.129
Alpine Skiing,1988,giant slalom men,Men,BRONZE,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,downhill men,Men,GOLD,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,downhill men,Men,SILVER,Athlete,Switzerland,Winter,4634.0,193.0,4441.0,DFC,9.1,CHE,215540625298.982
Alpine Skiing,1988,downhill men,Men,BRONZE,Athlete,France,Winter,4810.0,-10.0,4820.0,CFB,12.44,FRA,1018847043277.17
Fencing,1984,foil individual women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,259946510957.143
Fencing,1984,foil individual women,Women,SILVER,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,725111123634.115
Fencing,1984,foil individual women,Women,BRONZE,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,437887689001.543
Fencing,1984,foil team men,Men,GOLD,GameTeam,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,437887689001.543
Fencing,1984,foil team men,Men,SILVER,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,725111123634.115
Fencing,1984,foil team men,Men,BRONZE,GameTeam,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,530683779929.445
Fencing,1984,sabre individual men,Men,GOLD,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,530683779929.445
Fencing,1984,sabre individual men,Men,SILVER,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,437887689001.543
Fencing,1984,sabre individual men,Men,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,4037613000000.0
Fencing,1984,foil individual men,Men,GOLD,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,437887689001.543
